DTL_ADRES,USE_SE_CD,LO,VT_ACMDFCLTY_NM,RN_DTL_ADRES,ACMD_BULD_MNG_NO,BDONG_CD,ARCD,HDONG_CD,FCLTY_AR,LA,ACMDFCLTY_SN,EQK_ACMDFCLTY_ADRES,TELNO,VT_ACMD_PSBL_NMPR
158-1,1,127.8779545,남산초등학교 운동장,강원특별자치도 홍천군 홍천읍 연봉로 17-9 ,,5172025029,5172000000,5172025000,4290,37.68303493,3,강원특별자치도 홍천군 홍천읍 연봉리 158-1,033-430-2553,5200
,1,127.914004,주봉초등학교 운동장,강원특별자치도 홍천군 홍천읍 두루봉1길 16,,5172025027,5172000000,5172025000,1780,37.70869927,4,강원특별자치도 홍천군 홍천읍 결운리 281,033-434-3295,2157
,1,127.8844343,홍천초등학교 운동장,강원특별자치도 홍천군 홍천읍 희망로4길 12,,5172025023,5172000000,5172025000,6235,37.69252978,5,강원특별자치도 홍천군 홍천읍 희망리 313,033-432-0011,7557
349-0,1,127.9628277,화촌중학교 운동장,강원특별자치도 홍천군 화촌면 삼포5길 5,,5172031022,5172000000,5172031000,6140,37.7551169,6,강원특별자치도 홍천군 화촌면 내삼포리 349,033-432-2056,7442
568-0,1,128.0260178,두촌중학교 운동장,강원특별자치도 홍천군 두촌면 증골길 61,,5172032024,5172000000,5172032000,7322,37.87164363,7,강원특별자치도 홍천군 두촌면 자은리 568,033-430-2054,8875
,1,128.0860468,내촌초등학교 운동장,강원특별자치도 홍천군 내촌면 내촌길 21,,5172033024,5172000000,5172033000,3107,37.81571056,8,강원특별자치도 홍천군 내촌면 도관리 443-1,033-433-3032,3766
,1,128.2259068,삼생초등학교 운동장,강원특별자치도 홍천군 서석면 구룡령로 2933,,5172034023,5172000000,5172034000,2420,37.7003522,9,강원특별자치도 홍천군 서석면 생곡리 683-1,033-436-4180,2933
707-0,1,127.9392001,속초초등학교 운동장,강원특별자치도 홍천군 영귀미면 속초길 14,,5172035221,5172000000,5172035200,5169,37.6787724,10,강원특별자치도 홍천군 영귀미면 속초리 707,033-436-0045,6265
,1,127.8459444,매산초등학교 운동장,강원특별자치도 홍천군 남면 시동안로 351,,5172036025,5172000000,5172036000,6129,37.59085484,11,강원특별자치도 홍천군 남면 유치리 1520,033-432-6382,7428
492-1,1,127.602312,한서초등학교 운동장,강원특별자치도 홍천군 서면 밤벌길2번길 12,,5172037029,5172000000,5172037000,3869,37.69307892,12,강원특별자치도 홍천군 서면 모곡리 492-1,033-435-4585,4690
,1,127.8485892,화계초등학교 운동장,강원특별자치도 홍천군 북방면 능평길 10,,5172038026,5172000000,5172038000,5048,37.71086853,13,강원특별자치도 홍천군 북방면 능평리 74-2,033-430-2360,6118
,1,126.4213005,심도중학교운동장,,,2871034022,2871000000,2871034000,11200,37.63129913,47,인천광역시 강화군 화도면 상방리 869,032-627-4010,13576
,1,126.9218867,양명여자고등학교 운동장,경기도 안양시 만안구 경수대로1001번길 150(안양동),,4117110100,4117000000,4117152000,7710,37.40729717,195,경기도 안양시 만안구 안양동 산 21-10,031-470-3400,9638
,1,126.9203228,양명고등학교 운동장,경기도 안양시 만안구 경수대로1001번길 150(안양동),,4117110100,4117000000,4117152000,11900,37.40807789,196,경기도 안양시 만안구 안양동 64,031-470-3400,14875
,1,126.9116539,안양서초등학교 운동장,경기도 안양시 만안구 양화로37번길 32(안양동),,4117110100,4117000000,4117153000,4628,37.39684902,197,경기도 안양시 만안구 안양동 931,031-443-1664,5785
,1,126.9152963,안양공업고등학교 운동장,경기도 안양시 만안구 양화로28번길 69(안양동),,4117110100,4117000000,4117153000,16269,37.39906936,198,경기도 안양시 만안구 안양동 881-3,031-463-0110,20336
,1,126.9280046,안양초등학교 운동장,경기도 안양시 만안구 현충로28번길 54(안양동),,4117110100,4117000000,4117155200,10658,37.39483745,199,경기도 안양시 만안구 안양동 378-1,031-441-1192,13323
,1,126.9345707,명학초등학교 운동장,경기도 안양시 만안구 명학로 55(안양동),,4117110100,4117000000,4117158000,4227,37.380529,200,경기도 안양시 만안구 안양동 349-13,070-7114-4006,5284
,1,126.9047606,양지초등학교 운동장,경기도 안양시 만안구 병목안로130번길 69(안양동),,4117110100,4117000000,4117158100,3922,37.39191375,201,경기도 안양시 만안구 안양동 977-1,031-466-9542,4903
,1,126.8995241,연현중학교 운동장,경기도 안양시 만안구 석수로 462(석수동),,4117110200,4117000000,4117160000,3300,37.42914531,202,경기도 안양시 만안구 석수동 442-5,031-474-1186,4125
,1,126.8965955,안양중학교 운동장,경기도 안양시 만안구 와룡로 53(석수동),,4117110200,4117000000,4117161000,6069,37.40882916,203,경기도 안양시 만안구 석수동 752,031-471-3147,7586
,1,126.8924493,충훈고등학교 운동장,경기도 안양시 만안구 석수로 238(석수동),,4117110200,4117000000,4117161100,4713,37.41094557,204,경기도 안양시 만안구 석수동 595-3,031-472-5382,5891
,1,126.9314647,임곡중학교 운동장,경기도 안양시 동안구 임곡로 105(비산동),,4117310100,4117000000,4117351000,3002,37.40810346,205,경기도 안양시 동안구 비산동 511-129,031-8084-4190,3753
,1,126.935252,안양동초등학교 운동장,경기도 안양시 동안구 임곡로80번길 34(비산동),,4117310100,4117000000,4117351000,1200,37.40705096,206,경기도 안양시 동안구 비산동 511-85,031-447-9048,1500
,1,126.9409436,샘모루초등학교 운동장,경기도 안양시 동안구 관악대로 155(비산동),,4117310100,4117000000,4117351000,3500,37.39925261,207,경기도 안양시 동안구 비산동 405,031-441-4285,4375
,1,126.948296,비산중학교 운동장,경기도 안양시 동안구 평촌대로427번길 42(비산동),,4117310100,4117000000,4117353000,3949,37.40929098,208,경기도 안양시 동안구 비산동 121-1,031-387-1213,4936
,1,126.9501163,달안초등학교 운동장,경기도 안양시 동안구 동안로 178(비산동),,4117310100,4117000000,4117354600,5576,37.39430382,209,경기도 안양시 동안구 비산동 1109-1,031-381-0333,6970
,1,126.9488725,희성초등학교 운동장,경기도 안양시 동안구 학의로 86(비산동),,4117310100,4117000000,4117354600,11803,37.39810144,210,경기도 안양시 동안구 비산동 1101-1,031-382-4220,14754
,1,126.9599075,관양초등학교 운동장,경기도 안양시 동안구 관평로336번길 23(관양동),,4117310200,4117000000,4117355000,5584,37.40640674,211,경기도 안양시 동안구 관양동 1407,031-340-4160,6980
,1,126.969216,해오름초등학교 운동장,경기도 안양시 동안구 동편로 117(관양동),,4117310200,4117000000,4117355000,1914,37.41079315,212,경기도 안양시 동안구 관양동 1671,031-348-0954,2393
,1,126.9600807,관양고등학교 운동장,경기도 안양시 동안구 일동로 115(관양동),,4117310200,4117000000,4117355000,2747,37.40859021,213,경기도 안양시 동안구 관양동 523-4,031-382-6313,3434
,1,126.9811025,인덕원고등학교 운동장,경기도 안양시 동안구 안양판교로 43(관양동),,4117310200,4117000000,4117356000,4141,37.39959198,214,경기도 안양시 동안구 관양동 193-3,031-424-3096,5176
,1,126.9645828,동안초등학교 운동장,경기도 안양시 동안구 관평로138번길 36(평촌동),,4117310300,4117000000,4117357600,9994,37.38950873,215,경기도 안양시 동안구 평촌동 898-1,031-381-0350,12493
,1,126.9661439,동안고등학교 운동장,경기도 안양시 동안구 부림로 71(평촌동),,4117310300,4117000000,4117357600,7000,37.39004041,216,경기도 안양시 동안구 평촌동 898-3,031-387-6104,8750
,1,126.9635926,귀인중학교 운동장,경기도 안양시 동안구 귀인로190번길 114(평촌동),,4117310300,4117000000,4117357800,6300,37.38358438,217,경기도 안양시 동안구 평촌동 914,031-478-2800,7875
,1,126.9661853,귀인초등학교 운동장,경기도 안양시 동안구 귀인로 248(평촌동),,4117310300,4117000000,4117357800,5800,37.38651455,218,경기도 안양시 동안구 평촌동 932-1,031-382-1426,7250
,1,126.9529296,호원초등학교 운동장,,,4117310400,4117000000,4117358000,9333,37.37542174,219,경기도 안양시 동안구 호계동 338,031-452-6473,11666
,1,126.9504467,호계초등학교 운동장,경기도 안양시 동안구 경수대로707번길 27(호계동),,4117310400,4117000000,4117359000,4015,37.38399008,220,경기도 안양시 동안구 호계동 923-17,031-452-7613,5019
,1,126.9516751,호계중학교 운동장,경기도 안양시 동안구 경수대로665번길 74-23 (호계동),,4117310400,4117000000,4117359000,3815,37.37874078,221,경기도 안양시 동안구 호계동 316,031-390-1605,4769
,1,126.955397,범계중학교 운동장,경기도 안양시 동안구 동안로 56(호계동),,4117310400,4117000000,4117361000,7156,37.38448423,222,경기도 안양시 동안구 호계동 1054-5,031-383-0233,8945
,1,126.954713,평촌고등학교 운동장,경기도 안양시 동안구 동안로 80(호계동),,4117310400,4117000000,4117361000,7921,37.38616859,223,경기도 안양시 동안구 호계동 1054,031-383-4823,9901
,1,129.0401355,고지대그린테마공원(쌈지공원),,,2617010200,2617000000,2617056000,553,35.1306165,30,부산광역시 동구 수정동 771-1,051-440-4645,670
,1,129.0364742,부산고등학교 운동장,부산광역시 동구 초량로40번길 23(초량동),,2617010100,2617000000,2617051000,8189,35.12089874,31,부산광역시 동구 초량동 806-177,051-440-4645,9926
,1,127.0702918,경동대학교 운동장,경기도 양주시 경동대학로 27(고암동),,4163011500,4163000000,4163055000,3520,37.81005448,51,경기도 양주시 고암동 417-8,031-869-9900,4267
,1,127.0960972,율정초등학교 운동장,,,4163011400,4163000000,4163057000,2658,37.82788421,52,경기도 양주시 옥정동 1028,031-859-8513,3222
,1,129.0133041,영남알프스복합문화공간 운동장,울산광역시 울주군 상북면 배내대리길 10,,3171038025,3171000000,3171038000,1000,35.54188869,12,울산광역시 울주군 상북면 이천리 377,052-204-4871,1212
,1,127.2656464,전동초등학교 운동장,세종특별자치시  전동면 하노장3길 9,,3611038021,3611000000,3611038000,4931,36.65612305,16,세종특별자치시 세종시 전동면 노장리 595,044-863-1209,5976
,1,127.3667803,부강초등학교 운동장,세종특별자치시  부강면 부강로 15,,3611033021,3611000000,3611033000,6300,36.52704676,18,세종특별자치시 세종시 부강면 부강리 488-1,044-902-1672,7636
,1,127.2495103,새롬중학교 운동장,세종특별자치시  어울로 41(새롬동),,3611010800,3611000000,3611051500,3942,36.48099263,37,세종특별자치시 세종시 새롬동 602,044-998-2656,4778
,1,129.3005741,온산운동장,울산광역시 울주군 온산읍 덕신로 180,,3171025032,3171000000,3171025000,44000,35.43356641,28,울산광역시 울주군 온산읍 덕신리 985,052-204-4313,53333
,1,129.2013726,두동면행정복지센터 앞 공터,울산광역시 울주군 두동면 대밀길 24,,3171036022,3171000000,3171036000,1683,35.65433229,16,울산광역시 울주군 두동면 구미리 647-6,052-204-4764,2040
,1,127.2540915,미르초등학교 운동장,세종특별자치시  나리로 26-10 (한솔동),,3611010600,3611000000,3611051000,2088,36.47190833,24,세종특별자치시 세종시 한솔동 981,044-960-2900,2530
,1,127.2576711,연서중학교 운동장,세종특별자치시  연서면 연서로 115,,3611036029,3611000000,3611036000,6030,36.58046867,30,세종특별자치시 세종시 연서면 신대리 88,044-867-0082,7309
,1,127.2547884,어진중학교 운동장,세종특별자치시  다솜로 10(어진동),,3611011000,3611000000,3611052300,4345,36.49766671,39,세종특별자치시 세종시 어진동 678,044-410-0703,5266
,1,127.1590629,소정초등학교 운동장,세종특별자치시  소정면 학교말길 10,,3611039021,3611000000,3611039000,4120,36.7207886,15,세종특별자치시 세종시 소정면 소정리 40,044-566-6064,4993
,1,126.9834857,은봉초등학교 운동장,경기도 양주시 백석읍 꿈나무로 321,,4163025023,4163000000,4163025000,10086,37.78152469,3,경기도 양주시 백석읍 복지리 303-8,031-826-8453,12225
,1,127.2780016,연남초등학교 운동장,세종특별자치시  연기면 연기길 2,,3611031021,3611000000,3611031000,5181,36.5434293,10,세종특별자치시 세종시 연기면 연기리 397,044-863-4504,6280
,1,129.0847179,큰나무놀이터 공터 및 주차장,울산광역시 울주군 상북면 명촌길천로 341,,3171038024,3171000000,3171038000,2200,35.58531499,9,울산광역시 울주군 상북면 길천리 401,052-204-4872,2666
,1,129.0863643,상북초등학교 소호분교 운동장,울산광역시 울주군 상북면 소호당리길 1,,3171038033,3171000000,3171038000,2500,35.67038258,11,울산광역시 울주군 상북면 소호리 376-3,052-204-4863,3030
,1,129.081164,상북면민 운동장,울산광역시 울주군 상북면 길천산업1길 17,,3171038029,3171000000,3171038000,18000,35.59368641,13,울산광역시 울주군 상북면 거리 1161-4,052-204-4861,21818
,1,129.2023516,두동초등학교  운동장 ,울산광역시 울주군 두동면 대밀길 25,,3171036022,3171000000,3171036000,4549,35.65447395,14,울산광역시 울주군 두동면 구미리 650-1,052-204-4764,5513
,1,127.2589581,참샘초등학교 운동장,세종특별자치시  노을1로 27(한솔동),,3611010600,3611000000,3611051000,1632,36.4789528,17,세종특별자치시 세종시 한솔동 952,044-868-3781,1978
,1,127.2068362,장기초등학교 운동장,세종특별자치시  장군면 장척로 398-9 ,,3611035021,3611000000,3611035000,6325,36.49648256,19,세종특별자치시 세종시 장군면 도계리 164-1,044-858-4066,7666
,1,127.2712415,연세초등학교 운동장,세종특별자치시  다솜로 291(어진동),,3611011000,3611000000,3611051000,2729,36.50535453,23,세종특별자치시 세종시 어진동 606,044-860-6503,3307
Jan-97,1,129.1695308,두광중학교 운동장,울산광역시 울주군 두서면 반구대로 1930-5 ,,3171037028,3171000000,3171037000,5200,35.65554348,21,울산광역시 울주군 두서면 인보리 97-1,052-204-4814,6303
,1,129.1912338,정토마을수련원 공터,울산광역시 울주군 두서면 활천내와로 50,,3171037025,3171000000,3171037000,2600,35.70679994,22,울산광역시 울주군 두서면 활천리 329-1,052-204-4814,3151
412-2,1,129.2974852,청량초등학교 운동장,울산광역시 울주군 청량읍 덕정5길 14,,3171026221,3171000000,3171026200,4000,35.48637718,33,울산광역시 울주군 청량읍 덕하리 412-2,052-204-4614,4848
,1,127.4792138,충북상업정보고등학교운동장,충청북도 청주시 청원구 율천북로 73(율량동),,4311410300,4311400000,4311454000,6224,36.66377242,9,충청북도 청주시 청원구 율량동 1496,043-201-1644,7544
,1,127.2937828,조치원대동초등학교 운동장,세종특별자치시  조치원읍 대동학교길 11,,3611025029,3611000000,3611025000,6374,36.59604582,2,세종특별자치시 세종시 조치원읍 신흥리 49-3,044-861-4603,7726
,1,127.2029573,전의초등학교 운동장,세종특별자치시  전의면 운주산로 1204-9 ,,3611037021,3611000000,3611037000,4507,36.68035962,14,세종특별자치시 세종시 전의면 읍내리 192-1,044-863-1450,5463
